triplet_id,variant_type,input_hinglish,gemma_translation,reference_en
270,base,work ka stress level zyada lag raha,Work stress level is increasing,Work stress level seems high
270,topic_fronting,stress level zyada lag raha work ka,Stress level seems to be higher at work.,Work stress level seems high
270,emphasis_shift,zyada lag raha work ka stress level,more stress level at work,Work stress level seems high
271,base,group ka plan weekend ke liye bana,group's plan for the weekend,Group plan made for the weekend
271,topic_fronting,plan weekend ke liye bana group ka,Create a group for the weekend plan,Group plan made for the weekend
271,emphasis_shift,weekend ke liye bana group ka plan,Group plan for weekend,Group plan made for the weekend
272,base,friends ka meetup casual rakhenge,meetup friends casual,Will keep friends' meetup casual
272,topic_fronting,meetup casual rakhenge friends ka,meetup casual friends,Will keep friends' meetup casual
272,emphasis_shift,casual rakhenge friends ka meetup,casual meet up with friends,Will keep friends' meetup casual
273,base,chat ka tone thoda awkward lag raha,Chat tone is a little awkward,The tone of the chat seems a bit awkward
273,topic_fronting,tone thoda awkward lag raha chat ka,The tone is a little awkward.,The tone of the chat seems a bit awkward
273,emphasis_shift,awkward lag raha chat ka tone thoda,awkward chat tone,The tone of the chat seems a bit awkward
274,base,message ka reply short rakhna better hai,reply to message better keep short,It is better to keep the reply message short
274,topic_fronting,reply short rakhna better hai message ka,Reply short is better in message,It is better to keep the reply message short
274,emphasis_shift,short rakhna better hai message ka reply,Shorter is better for replying to the message,It is better to keep the reply message short
275,base,call ka purpose clearly explain nahi hua,The purpose of calling is not clearly explained.,call ka purpose clearly explain nahi hua
275,topic_fronting,purpose clearly explain nahi hua call ka,Purpose not clearly explained call.,call ka purpose clearly explain nahi hua
275,emphasis_shift,clearly explain nahi hua call ka purpose,clearly explain the purpose of the call,call ka purpose clearly explain nahi hua
276,base,status ka caption thoda confusing laga,The caption for the status was a little confusing,you're struggling with capsion.
276,topic_fronting,caption thoda confusing laga status ka,caption seems a bit confusing about status,you're struggling with capsion.
276,emphasis_shift,confusing laga status ka caption thoda,confusing was the caption status of the status,you're struggling with capsion.
277,base,event ka dress code casual rakha,Event dress code is casual.,The dress code of the event was kept casual
277,topic_fronting,dress code casual rakha event ka,dress code casual for the event,The dress code of the event was kept casual
277,emphasis_shift,casual rakha event ka dress code,Keep the dress code casual for the event.,The dress code of the event was kept casual
278,base,invite ka response time kaafi slow tha,The response time for invite was very slow,invite ka response time kaafi slow tha
278,topic_fronting,response time kaafi slow tha invite ka,Response time was slow,invite ka response time kaafi slow tha
278,emphasis_shift,slow tha invite ka response time kaafi,Slow was the invite response time,invite ka response time kaafi slow tha
279,base,conversation ka flow natural nahi lag raha,Conversation doesn't flow naturally,The flow of conversation doesn't seem natural.
279,topic_fronting,flow natural nahi lag raha conversation ka,The conversation doesn't flow natural.,The flow of conversation doesn't seem natural.
279,emphasis_shift,natural nahi lag raha conversation ka flow,natural flow of conversation,The flow of conversation doesn't seem natural.
280,base,group chat ka discussion off topic chala,Group chat discussion off topic,group chat ka discussion off topic chala
280,topic_fronting,discussion off topic chala group chat ka,group chat off topic chala,group chat ka discussion off topic chala
280,emphasis_shift,off topic chala group chat ka discussion,off topic chala group chat ka discussion,group chat ka discussion off topic chala
281,base,bus ka frequency peak hours me kam hai,The frequency of the bus is low in peak hours,bus ka frequency peak hours me kam hai
281,topic_fronting,frequency peak hours me kam hai bus ka,"Frequency peak hours are low, bus",bus ka frequency peak hours me kam hai
281,emphasis_shift,peak hours me kam hai bus ka frequency,low frequency during peak hours,bus ka frequency peak hours me kam hai
282,base,cab ka waiting time estimate wrong nikla,The estimate for the waiting time of the cab is wrong,cab ka waiting time estimate wrong nikla
282,topic_fronting,waiting time estimate wrong nikla cab ka,The estimated waiting time for the cab is wrong.,cab ka waiting time estimate wrong nikla
282,emphasis_shift,wrong nikla cab ka waiting time estimate,wrong cab waiting time estimate,cab ka waiting time estimate wrong nikla
283,base,metro ka entry gate rush me band ho gaya,The rush to enter the metro station was blocked,Metro entry gate closed due to rush
283,topic_fronting,entry gate rush me band ho gaya metro ka,Entry gate rush was banned in the metro.,Metro entry gate closed due to rush
283,emphasis_shift,band ho gaya metro ka entry gate rush me,rush to the entry gate of the metro band ho gaya,Metro entry gate closed due to rush
284,base,driver ka route choice thoda confusing tha,The driver's route choice was a little confusing.,driver ka route choice thoda confusing tha
284,topic_fronting,route choice thoda confusing tha driver ka,The route choice was a little confusing for the driver,driver ka route choice thoda confusing tha
284,emphasis_shift,confusing tha driver ka route choice thoda,It was confusing to see the route the driver chose.,driver ka route choice thoda confusing tha
285,base,signal ka countdown timer kaam nahi kar raha,The countdown timer for the signal is not working,Signal countdown timer not working
285,topic_fronting,countdown timer kaam nahi kar raha signal ka,Countdown timer is not working signal is,Signal countdown timer not working
285,emphasis_shift,kaam nahi kar raha signal ka countdown timer,not working signal countdown timer,Signal countdown timer not working
286,base,parking ka guidance sign clearly visible nahi,Parking guidance sign not clearly visible,parking ka guidance sign clearly visible nahi
286,topic_fronting,guidance sign clearly visible nahi parking ka,Guidance sign not clearly visible for parking,parking ka guidance sign clearly visible nahi
286,emphasis_shift,clearly visible nahi parking ka guidance sign,clearly not visible parking guidance sign,parking ka guidance sign clearly visible nahi
287,base,road ka surface uneven lag raha,road surface is uneven,road ka surface uneven lag raha
287,topic_fronting,surface uneven lag raha road ka,The road seems to be uneven.,road ka surface uneven lag raha
287,emphasis_shift,uneven lag raha road ka surface,uneven road surface,road ka surface uneven lag raha
288,base,toll booth ka queue unexpectedly long tha,The toll booth queue unexpectedly long,toll booth ka queue unexpectedly long tha
288,topic_fronting,queue unexpectedly long tha toll booth ka,Queue unexpectedly long at the toll booth,toll booth ka queue unexpectedly long tha
288,emphasis_shift,unexpectedly long tha toll booth ka queue,unexpectedly long was the queue at the toll booth,toll booth ka queue unexpectedly long tha
289,base,bus ka interior cleanliness average laga,The interior cleanliness of the bus is average,bus ka interior cleanliness average laga
289,topic_fronting,interior cleanliness average laga bus ka,Interior cleanliness average for bus,bus ka interior cleanliness average laga
289,emphasis_shift,average laga bus ka interior cleanliness,average rating for the interior cleanliness of the bus,bus ka interior cleanliness average laga
290,base,metro ka last mile connectivity weak hai,The last mile connectivity of the metro is weak,metro ka last mile connectivity weak hai
290,topic_fronting,last mile connectivity weak hai metro ka,last mile connectivity is weak in metro,metro ka last mile connectivity weak hai
290,emphasis_shift,weak hai metro ka last mile connectivity,weak is the last mile connectivity of metro,metro ka last mile connectivity weak hai
291,base,journey ka break duration thoda zyada tha,The break duration was a little longer than I expected.,Journey's break darshan was a bit much
291,topic_fronting,break duration thoda zyada tha journey ka,break duration was a little longer than the journey,Journey's break darshan was a bit much
291,emphasis_shift,zyada tha journey ka break duration thoda,more break duration of journey,Journey's break darshan was a bit much
292,base,station ka crowd level manageable tha,Crowd level of station was manageable,station ka crowd level manageable tha
292,topic_fronting,crowd level manageable tha station ka,crowd level was manageable at the station,station ka crowd level manageable tha
292,emphasis_shift,manageable tha station ka crowd level,manageable was the station crowd level,station ka crowd level manageable tha
293,base,ticket ka QR scan properly nahi hua,QR scan of ticket not properly done,The ticket was not scanned properly
293,topic_fronting,QR scan properly nahi hua ticket ka,QR scan not properly scanned ticket,The ticket was not scanned properly
293,emphasis_shift,properly nahi hua ticket ka QR scan,QR scan properly not ticket,The ticket was not scanned properly
294,base,platform ka display board refresh late hua,Platform display board refresh late,platform ka display board refresh late hua
294,topic_fronting,display board refresh late hua platform ka,display board refresh late the platform,platform ka display board refresh late hua
294,emphasis_shift,late hua platform ka display board refresh,refresh the display board of platform late,platform ka display board refresh late hua
295,base,coach ka seating layout thoda cramped laga,The coach's seating layout seemed a little cramped.,coach ka seating layout thoda cramped laga
295,topic_fronting,seating layout thoda cramped laga coach ka,The seating layout seemed a little cramped in the coach,coach ka seating layout thoda cramped laga
295,emphasis_shift,cramped laga coach ka seating layout thoda,cramped coach seating layout,coach ka seating layout thoda cramped laga
296,base,journey ka overall pace smooth raha,The journey is overall smooth,journey ka overall pace smooth raha
296,topic_fronting,overall pace smooth raha journey ka,Overall pace is smooth on the journey,journey ka overall pace smooth raha
296,emphasis_shift,smooth raha journey ka overall pace,smooth overall pace of journey,journey ka overall pace smooth raha
297,base,travel ka buffer time useful prove hua,Travel buffer time useful prove to be,travel ka buffer time useful prove hua
297,topic_fronting,buffer time useful prove hua travel ka,buffer time useful prove hua travel ka,travel ka buffer time useful prove hua
297,emphasis_shift,useful prove hua travel ka buffer time,useful prove travel buffer time,travel ka buffer time useful prove hua
298,base,route ka scenic part kaafi acha laga,The scenic part of the route was very nice,Enjoyed the scenic part of the route
298,topic_fronting,scenic part kaafi acha laga route ka,The scenic part was pretty good.,Enjoyed the scenic part of the route
298,emphasis_shift,acha laga route ka scenic part kaafi,"That was a scenic part of the route, I think.",Enjoyed the scenic part of the route
299,base,journey ke end me fatigue thoda kam tha,Fatigue was a little bit less at the end of the journey,There was less fatigue at the end of the journey
299,topic_fronting,fatigue thoda kam tha journey ke end me,Fatigue was a little bit less at the end of the journey,There was less fatigue at the end of the journey
299,emphasis_shift,thoda kam tha journey ke end me fatigue,a little bit more fatigue at the end of the journey,There was less fatigue at the end of the journey
300,base,overall travel experience satisfying raha,"Overall, the travel experience was satisfying.",overall travel experience satisfying raha
300,topic_fronting,travel experience satisfying raha overall,travel experience overall satisfying,overall travel experience satisfying raha
300,emphasis_shift,satisfying raha overall travel experience,"Overall, it was satisfying travel experience",overall travel experience satisfying raha
301,base,train ka coach number clearly visible nahi,The coach number is clearly visible on the train,train ka coach number clearly visible nahi
301,topic_fronting,coach number clearly visible nahi train ka,Coach number clearly not visible on the train.,train ka coach number clearly visible nahi
301,emphasis_shift,clearly visible nahi train ka coach number,clearly not the coach number of the train,train ka coach number clearly visible nahi
302,base,bus ka route diversion aaj laga hai,diversion of bus route today,Bus route diversion is in place today
302,topic_fronting,route diversion aaj laga hai bus ka,Route diversion today is the bus,Bus route diversion is in place today
302,emphasis_shift,aaj laga hai bus ka route diversion,What is the route diversion today?,Bus route diversion is in place today
303,base,cab ka drop point thoda confusing tha,The drop point of the cab was a little confusing,Cab drop point was a bit confusing
303,topic_fronting,drop point thoda confusing tha cab ka,Drop point was a little confusing for me as well.,Cab drop point was a bit confusing
303,emphasis_shift,confusing tha cab ka drop point thoda,It was confusing to find the drop point of the cab,Cab drop point was a bit confusing
304,base,journey ka luggage allowance sufficient tha,Was the journey's luggage allowance sufficient?,journey ka luggage allowance sufficient tha
304,topic_fronting,luggage allowance sufficient tha journey ka,Luggage allowance was sufficient for the journey,journey ka luggage allowance sufficient tha
304,emphasis_shift,sufficient tha journey ka luggage allowance,sufficient was the luggage allowance for the journey,journey ka luggage allowance sufficient tha
305,base,station ka restroom maintenance poor laga,Station restroom maintenance poor,station ka restroom maintenance poor laga
305,topic_fronting,restroom maintenance poor laga station ka,restroom maintenance poor at station,station ka restroom maintenance poor laga
305,emphasis_shift,poor laga station ka restroom maintenance,"Poor me, the station's restroom maintenance.",station ka restroom maintenance poor laga
306,base,restaurant ka seating arrangement cramped hai,The restaurant has cramped seating arrangement,restaurant ka seating arrangement cramped hai
306,topic_fronting,seating arrangement cramped hai restaurant ka,seating arrangement cramped in restaurant,restaurant ka seating arrangement cramped hai
306,emphasis_shift,cramped hai restaurant ka seating arrangement,cramped seating arrangement in the restaurant,restaurant ka seating arrangement cramped hai
307,base,menu ka veg section limited laga,Menu has limited veg section,Menu Ka Veg Section Ltd Langa
307,topic_fronting,veg section limited laga menu ka,limited veg section in menu,Menu Ka Veg Section Ltd Langa
307,emphasis_shift,limited laga menu ka veg section,limited menu veg section,Menu Ka Veg Section Ltd Langa
308,base,order ka delivery slot reschedule ho gaya,The order slot was rescheduled,order ka delivery slot reschedule ho gaya
308,topic_fronting,delivery slot reschedule ho gaya order ka,The delivery slot was rescheduled for the order,order ka delivery slot reschedule ho gaya
308,emphasis_shift,reschedule ho gaya order ka delivery slot,reschedule the delivery slot for the order,order ka delivery slot reschedule ho gaya
309,base,dish ka presentation thoda plain tha,The dish presentation was a little plain,The presentation of the dish was a bit plain
309,topic_fronting,presentation thoda plain tha dish ka,The presentation was a little plain for my taste.,The presentation of the dish was a bit plain
309,emphasis_shift,plain tha dish ka presentation thoda,The plain dish presentation was a little,The presentation of the dish was a bit plain
310,base,bill ka split option available nahi,split option not available for bill,Bill split option not available
310,topic_fronting,split option available nahi bill ka,No split option available for bill,Bill split option not available
310,emphasis_shift,available nahi bill ka split option,not available bill split option,Bill split option not available
311,base,shopping ka crowd weekend pe zyada hota,The crowd of shopping is more on the weekend,Shopping crowd is more on weekends
311,topic_fronting,crowd weekend pe zyada hota shopping ka,crowds increase on weekends for shopping,Shopping crowd is more on weekends
311,emphasis_shift,zyada hota shopping ka crowd weekend pe,more shopping crowd on weekends,Shopping crowd is more on weekends
312,base,store ka return counter busy lag raha,Store's return counter is busy,stand counter busy.
312,topic_fronting,return counter busy lag raha store ka,Return counter is busy in store,stand counter busy.
312,emphasis_shift,busy lag raha store ka return counter,busy returning to the store counter,stand counter busy.
313,base,product ka color online photo se different tha,The color of the product was different from the online photo.,product ka color online photo se different tha
313,topic_fronting,color online photo se different tha product ka,Color online photo was different from the product,product ka color online photo se different tha
313,emphasis_shift,different tha product ka color online photo se,different was the color of the product online,product ka color online photo se different tha
314,base,checkout ka process thoda slow laga,The checkout process seems a little slow.,checkout ka process thoda slow laga
314,topic_fronting,process thoda slow laga checkout ka,The process seems a little slow to me.,checkout ka process thoda slow laga
314,emphasis_shift,slow laga checkout ka process thoda,It seems a little slow in the checkout process.,checkout ka process thoda slow laga
315,base,discount ka calculation automatically update nahi hua,The discount calculation did not automatically update.,discount ka calculation automatically update nahi hua
315,topic_fronting,calculation automatically update nahi hua discount ka,Calculation automatically update the discount,discount ka calculation automatically update nahi hua
315,emphasis_shift,automatically update nahi hua discount ka calculation,Automatically update the calculation of the discount.,discount ka calculation automatically update nahi hua
316,base,office ka entry process smooth raha,office entry process is smooth,office ka entry process smooth raha
316,topic_fronting,entry process smooth raha office ka,entry process smooth raha office ka,office ka entry process smooth raha
316,emphasis_shift,smooth raha office ka entry process,smooth the entry process of office,office ka entry process smooth raha
317,base,meeting ka discussion points clear the,Meeting discussion points are clear.,meeting ka discussion points clear the
317,topic_fronting,discussion points clear the meeting ka,discussion points clear the meeting,meeting ka discussion points clear the
317,emphasis_shift,clear the meeting ka discussion points,clear the meeting discussion points,meeting ka discussion points clear the
318,base,task ka estimation thoda optimistic lag raha,The task seems a little optimistic.,task ka estimation thoda optimistic lag raha
318,topic_fronting,estimation thoda optimistic lag raha task ka,The estimation seems a little optimistic about the task.,task ka estimation thoda optimistic lag raha
318,emphasis_shift,optimistic lag raha task ka estimation thoda,optimistic about the task estimation,task ka estimation thoda optimistic lag raha
319,base,email ka response window short rakha,shorten the email response window,Email response window kept short
319,topic_fronting,response window short rakha email ka,shorten the response window for email,Email response window kept short
319,emphasis_shift,short rakha email ka response window,short email response window,Email response window kept short
320,base,deadline ka reminder timely trigger hua,The reminder of the deadline triggers timely.,deadline ka reminder timely trigger hua
320,topic_fronting,reminder timely trigger hua deadline ka,reminder timely trigger of deadline,deadline ka reminder timely trigger hua
320,emphasis_shift,timely trigger hua deadline ka reminder,timely reminder of a deadline,deadline ka reminder timely trigger hua
321,base,lecture ka timing notice board pe update hua,Update the timing of lecture on notice board,lecture ka timing notice board pe update hua
321,topic_fronting,timing notice board pe update hua lecture ka,Update the timing notice board with lecture timing,lecture ka timing notice board pe update hua
321,emphasis_shift,update hua lecture ka timing notice board pe,update timing notice board for lecture update,lecture ka timing notice board pe update hua
322,base,class ka projector properly focus nahi hua,The projector in class was not properly focused.,Class projector not focused properly
322,topic_fronting,projector properly focus nahi hua class ka,The projector was not properly focused on the class.,Class projector not focused properly
322,emphasis_shift,focus nahi hua class ka projector properly,focus on the projector properly in the class,Class projector not focused properly
323,base,exam ka paper difficulty moderate laga,The paper was moderate difficulty for the exam,exam ka paper difficulty moderate laga
323,topic_fronting,paper difficulty moderate laga exam ka,Paper difficulty seems moderate for the exam,exam ka paper difficulty moderate laga
323,emphasis_shift,moderate laga exam ka paper difficulty,moderate exam paper difficulty,exam ka paper difficulty moderate laga
324,base,assignment ka plagiarism check pending hai,The assignment is pending plagiarism check.,assignment ka plagiarism check pending hai
324,topic_fronting,plagiarism check pending hai assignment ka,plagiarism check pending on assignment,assignment ka plagiarism check pending hai
324,emphasis_shift,pending hai assignment ka plagiarism check,pending plagiarism check on assignment,assignment ka plagiarism check pending hai
325,base,tutorial ka pace thoda fast lag raha,The pace of the tutorial seems a little fast,The pace of the tutorial seems a little fast.
325,topic_fronting,pace thoda fast lag raha tutorial ka,The pace seems a little fast in the tutorial.,The pace of the tutorial seems a little fast.
325,emphasis_shift,fast lag raha tutorial ka pace thoda,fast pace of tutorial,The pace of the tutorial seems a little fast.
326,base,notes ka handwriting clearly readable nahi,handwriting notes not clearly readable,notes ka handwriting clearly readable nahi
326,topic_fronting,handwriting clearly readable nahi notes ka,handwriting clearly readable not notes,notes ka handwriting clearly readable nahi
326,emphasis_shift,clearly readable nahi notes ka handwriting,clearly not readable notes handwriting,notes ka handwriting clearly readable nahi
327,base,lab ka equipment calibration due hai,lab equipment calibration due,lab ka equipment calibration due hai
327,topic_fronting,equipment calibration due hai lab ka,equipment calibration due in lab,lab ka equipment calibration due hai
327,emphasis_shift,calibration due hai lab ka equipment,calibration due lab equipment,lab ka equipment calibration due hai
328,base,class ka seating layout cramped laga,The seating layout of the class seemed cramped.,class ka seating layout cramped laga
328,topic_fronting,seating layout cramped laga class ka,seating layout cramped in class,class ka seating layout cramped laga
328,emphasis_shift,cramped laga class ka seating layout,cramped seating layout in class,class ka seating layout cramped laga
329,base,exam ka result portal slow chal raha,The exam result portal is running slow,Exam result portal running slow
329,topic_fronting,result portal slow chal raha exam ka,result portal slow running exam ka,Exam result portal running slow
329,emphasis_shift,slow chal raha exam ka result portal,slow down the exam result portal,Exam result portal running slow
330,base,group project ka coordination smooth raha,coordination of group project is smooth,group project ka coordination smooth raha
330,topic_fronting,coordination smooth raha group project ka,coordination smooth going into group project,group project ka coordination smooth raha
330,emphasis_shift,smooth raha group project ka coordination,smooth coordination of group project,group project ka coordination smooth raha
331,base,room ka ceiling fan vibration kar raha,room ceiling fan vibration,The ceiling fan of the room is vibrating
331,topic_fronting,ceiling fan vibration kar raha room ka,ceiling fan vibration in room,The ceiling fan of the room is vibrating
331,emphasis_shift,vibration kar raha room ka ceiling fan,vibrating room ceiling fan,The ceiling fan of the room is vibrating
332,base,window ka latch properly lock nahi hua,The window did not lock properly.,window ka latch properly lock nahi hua
332,topic_fronting,latch properly lock nahi hua window ka,properly lock the window,window ka latch properly lock nahi hua
332,emphasis_shift,lock nahi hua window ka latch properly,lock properly latch of the window not open,window ka latch properly lock nahi hua
333,base,kitchen ka gas knob tight ho gaya,The kitchen gas knob is tight.,gaya gas on gas
333,topic_fronting,gas knob tight ho gaya kitchen ka,Gas knob is tight in the kitchen,gaya gas on gas
333,emphasis_shift,tight ho gaya kitchen ka gas knob,The gas knob in the kitchen is tight.,gaya gas on gas
334,base,drawer ka handle loose lag raha,The drawer handle is loose.,drawer with handle loose lag kick
334,topic_fronting,handle loose lag raha drawer ka,Handle loose drawer,drawer with handle loose lag kick
334,emphasis_shift,loose lag raha drawer ka handle,Loose the drawer handle,drawer with handle loose lag kick
335,base,bathroom ka mirror fog easily pakad raha,The mirror in the bathroom is easily fogged.,bathroom mirror fogging up
335,topic_fronting,mirror fog easily pakad raha bathroom ka,mirror fog easily pack the bathroom,bathroom mirror fogging up
335,emphasis_shift,easily pakad raha bathroom ka mirror fog,easily grab the bathroom mirror fog,bathroom mirror fogging up
336,base,home ka power backup unreliable lag raha,Home's power backup is unreliable.,home with power backup unreliable lag kick
336,topic_fronting,power backup unreliable lag raha home ka,Power backup unreliable,home with power backup unreliable lag kick
336,emphasis_shift,unreliable lag raha home ka power backup,unreliable home power backup,home with power backup unreliable lag kick
337,base,balcony ka railing paint chip ho raha,The railing of the balcony is getting paint chip,balcony railing paint chipping
337,topic_fronting,railing paint chip ho raha balcony ka,railing paint chip ho raha balcony ka,balcony railing paint chipping
337,emphasis_shift,chip ho raha balcony ka railing paint,chip the railing paint on the balcony,balcony railing paint chipping
338,base,wardrobe ka drawer smooth slide nahi karta,The wardrobe drawer doesn't slide smoothly.,Wardrobe drawer does not slide smoothly
338,topic_fronting,drawer smooth slide nahi karta wardrobe ka,drawer smooth slide not in wardrobe,Wardrobe drawer does not slide smoothly
338,emphasis_shift,smooth slide nahi karta wardrobe ka drawer,Smooth slide not in the wardrobe drawer,Wardrobe drawer does not slide smoothly
339,base,door ka hinge squeak sound kar raha,door hinge squeak sound,door ka hinge squeak sound kar raha
339,topic_fronting,hinge squeak sound kar raha door ka,door squeak sound,door ka hinge squeak sound kar raha
339,emphasis_shift,squeak sound kar raha door ka hinge,Squeak sound coming from door hinge,door ka hinge squeak sound kar raha
340,base,room ka ventilation proper nahi lag raha,Room does not have proper ventilation,Room ventilation does not seem proper
340,topic_fronting,ventilation proper nahi lag raha room ka,ventilation proper not being maintained in the room,Room ventilation does not seem proper
340,emphasis_shift,proper nahi lag raha room ka ventilation,not proper room ventilation,Room ventilation does not seem proper
341,base,app ka loading time peak hours me badhta,The app's loading time peaks in the peak hours.,App loading time increases at peak hours
341,topic_fronting,loading time peak hours me badhta app ka,The app changes during peak hours.,App loading time increases at peak hours
341,emphasis_shift,peak hours me badhta app ka loading time,"Peak hours, the loading time of the app changes",App loading time increases at peak hours
342,base,phone ka camera focus slow ho raha,The phone camera is focusing slowly,phone with camera focus slow to kick
342,topic_fronting,camera focus slow ho raha phone ka,camera focus slow on the phone,phone with camera focus slow to kick
342,emphasis_shift,slow ho raha phone ka camera focus,slow down the camera focus on the phone,phone with camera focus slow to kick
343,base,software ka update background me install hua,The software was installed on the background of the update.,software ka update background me install hua
343,topic_fronting,update background me install hua software ka,installed software in background update,software ka update background me install hua
343,emphasis_shift,install hua software ka update background me,background of software install hua,software ka update background me install hua
344,base,browser ka cache clear karna padega,The browser needs to be cleared of cache,You will have to clear your browser's cache.
344,topic_fronting,cache clear karna padega browser ka,cache clear needed to browser,You will have to clear your browser's cache.
344,emphasis_shift,clear karna padega browser ka cache,Clear browser cache.,You will have to clear your browser's cache.
345,base,file ka rename option greyed out hai,The rename option is greyed out on the file,file ka rename option greyed out hai
345,topic_fronting,rename option greyed out hai file ka,The rename option is greyed out on the file.,file ka rename option greyed out hai
345,emphasis_shift,greyed out hai file ka rename option,greyed out rename option of file,file ka rename option greyed out hai
346,base,app ka notification sound muted lag raha,The notification sound is muted.,app ka notification sound muted lag raha
346,topic_fronting,notification sound muted lag raha app ka,notification sound muted,app ka notification sound muted lag raha
346,emphasis_shift,muted lag raha app ka notification sound,muted your notification sound,app ka notification sound muted lag raha
347,base,system ka restart issue solve kar deta,System restart issue solved,Restarting the system will resolve the issue.
347,topic_fronting,restart issue solve kar deta system ka,Restart issue and solve system,Restarting the system will resolve the issue.
347,emphasis_shift,solve kar deta system ka restart issue,solve restart system issue,Restarting the system will resolve the issue.
348,base,email ka spam filter aggressive lag raha,The email spam filter is becoming aggressive.,email ka spam filter aggressive lag raha
348,topic_fronting,spam filter aggressive lag raha email ka,The spam filter seems to be aggressive with the email.,email ka spam filter aggressive lag raha
348,emphasis_shift,aggressive lag raha email ka spam filter,Looks like the email spam filter is getting aggressive.,email ka spam filter aggressive lag raha
349,base,device ka firmware update pending hai,Device has pending firmware update,device ka firmware update pending hai
349,topic_fronting,firmware update pending hai device ka,firmware update pending on device,device ka firmware update pending hai
349,emphasis_shift,pending hai device ka firmware update,pending device firmware update,device ka firmware update pending hai
350,base,cloud sync ka conflict resolve nahi hua,Cloud sync conflict not resolved,cloud sync ka conflict resolve nahi hua
350,topic_fronting,sync ka conflict resolve nahi hua cloud,"The conflict is not resolved, the cloud is not syncing.",cloud sync ka conflict resolve nahi hua
350,emphasis_shift,resolve nahi hua cloud sync ka conflict,Resolve the cloud sync conflict not resolved,cloud sync ka conflict resolve nahi hua
351,base,medicine ka dosage timing adjust karna hoga,The dosage timing needs to be adjusted for the medicine,Dosage timing of medicine will have to be adjusted
351,topic_fronting,dosage timing adjust karna hoga medicine ka,Dosage timing needs to be adjusted for the medicine,Dosage timing of medicine will have to be adjusted
351,emphasis_shift,adjust karna hoga medicine ka dosage timing,adjust the dosage timing of the medicine,Dosage timing of medicine will have to be adjusted
352,base,clinic ka appointment slot reschedule hua,clinic reschedule appointment slot,clinic ka appointment slot reschedule hua
352,topic_fronting,appointment slot reschedule hua clinic ka,Appointment slot rescheduled at clinic,clinic ka appointment slot reschedule hua
352,emphasis_shift,reschedule hua clinic ka appointment slot,reschedule clinic appointment slot,clinic ka appointment slot reschedule hua
353,base,test ka sample label missing nikla,The sample label is missing from the test.,Test sample label found missing
353,topic_fronting,sample label missing nikla test ka,sample label missing from test,Test sample label found missing
353,emphasis_shift,missing nikla test ka sample label,Sample label for missing test,Test sample label found missing
354,base,report ka interpretation thoda confusing laga,The report seems a bit confusing to me.,report interview with theola.
354,topic_fronting,interpretation thoda confusing laga report ka,Interpretation seems a little confusing.,report interview with theola.
354,emphasis_shift,confusing laga report ka interpretation thoda,confusing was the interpretation of the report,report interview with theola.
355,base,medicine ka side effect mild lag raha,The side effect of medicine is mild,The side effects of the medicine seem mild.
355,topic_fronting,side effect mild lag raha medicine ka,side effect seems mild,The side effects of the medicine seem mild.
355,emphasis_shift,mild lag raha medicine ka side effect,Mild side effect of medicine,The side effects of the medicine seem mild.
356,base,doctor ka explanation easy samajh aaya,Doctor's explanation easy to understand,Doctor's explanation was easy to understand
356,topic_fronting,explanation easy samajh aaya doctor ka,Easy to explain the doctor,Doctor's explanation was easy to understand
356,emphasis_shift,easy samajh aaya doctor ka explanation,Easy to understand doctor's explanation,Doctor's explanation was easy to understand
357,base,health app ka step count inaccurate lag raha,The step count of the health app seems to be inaccurate.,health app ka step count inaccurate lag raha
357,topic_fronting,step count inaccurate lag raha health app ka,Step count seems inaccurate in health app,health app ka step count inaccurate lag raha
357,emphasis_shift,inaccurate lag raha health app ka step count,sounds inaccurate for the health app step count,health app ka step count inaccurate lag raha
358,base,exercise ka warm up skip nahi karna,don't skip the warm up exercise,Do not skip the warm up of the exercise.
358,topic_fronting,warm up skip nahi karna exercise ka,Warm up skip nahi karna exercise,Do not skip the warm up of the exercise.
358,emphasis_shift,skip nahi karna exercise ka warm up,don't skip the warm up exercise,Do not skip the warm up of the exercise.
359,base,diet ka protein intake insufficient lag raha,The diet is insufficient in protein intake.,Protein intake of diet seems insufficient
359,topic_fronting,protein intake insufficient lag raha diet ka,protein intake insufficient,Protein intake of diet seems insufficient
359,emphasis_shift,insufficient lag raha diet ka protein intake,insufficient protein intake,Protein intake of diet seems insufficient
360,base,sleep ka schedule recently disturb ho gaya,The sleep schedule was recently disturbed.,sleep ka schedule recently disturb ho gaya
360,topic_fronting,schedule recently disturb ho gaya sleep ka,The schedule recently disturbed my sleep.,sleep ka schedule recently disturb ho gaya
360,emphasis_shift,disturb ho gaya sleep ka schedule recently,recently disturbed the sleep schedule,sleep ka schedule recently disturb ho gaya
361,base,work ka daily standup thoda late start hua,The daily work standup started to get late,Work's daily routine started a little late
361,topic_fronting,daily standup thoda late start hua work ka,Daily standup is a little late start of work,Work's daily routine started a little late
361,emphasis_shift,late start hua work ka daily standup thoda,late start on the daily standup,Work's daily routine started a little late
362,base,task ka dependency clear mention nahi tha,The task is not clearly mentioned.,Task dependency was not clearly mentioned
362,topic_fronting,dependency clear mention nahi tha task ka,No dependency on mention of task,Task dependency was not clearly mentioned
362,emphasis_shift,clear mention nahi tha task ka dependency,No clear mention of task dependency,Task dependency was not clearly mentioned
